name,source_type
Systemic Inflammatory Response Syndrome,2
Asbestosis,2
Stuttering,2
Warts,2
Sciatica,2
Mediastinal Diseases,2
Hyperhomocysteinemia,2
Mesenteric Vascular Occlusion,2
AIDS Dementia Complex,2
Colorectal Neoplasms-Hereditary Nonpolyposis,2
Brain Concussion,2
Giardiasis,2
Malnutrition,2
Foodborne Diseases,2
Endotoxemia,2
Splenomegaly,2
Labyrinth Diseases,2
Tracheal Stenosis,2
Tetralogy of Fallot,2
Tooth Abnormalities,2
Color Vision Defects,2
Thyroid Nodule,2
Uveal Neoplasms,2
Familial Mediterranean Fever,2
Thyroiditis,2
Dermoid Cyst,2
Arthritis-Psoriatic,2
Takayasu Arteritis,2
Germinoma,2
Charcot-Marie-Tooth Disease,2
Rotavirus Infections,2
Jejunal Diseases,2
Scleroderma-Localized,2
Pancreatic Cyst,2
Hyperventilation,2
Dyslipidemias,2
Asphyxia,2
Fetal Membranes-Premature Rupture,2
Hypergammaglobulinemia,2
Cysticercosis,2
Uterine Cervical Diseases,2
Simian Acquired Immunodeficiency Syndrome,2
Odontogenic Tumors,2
Rabies,2
Varicose Ulcer,2
Cranial Nerve Neoplasms,2
Sweat Gland Neoplasms,2
Pseudotumor Cerebri,2
Blood Platelet Disorders,2
Shock-Traumatic,2
Mandibular Fractures,2
Ankle Injuries,2
Macular Edema,2
Agricultural Workers' Diseases,2
Hemophilia B,2
Osteolysis,2
Candidiasis-Oral,2
Diphtheria,2
Carbon Tetrachloride Poisoning,2
Leptospirosis,2
Pleurisy,2
Pulmonary Valve Stenosis,2
Alveolitis-Extrinsic Allergic,2
Bronchial Spasm,2
Coxsackievirus Infections,2
Urethral Diseases,2
Mucormycosis,2
Pemphigoid-Bullous,2
Foreign-Body Reaction,2
Exophthalmos,2
Tendinopathy,2
Fabry Disease,2
Paranasal Sinus Diseases,2
Retinopathy of Prematurity,2
Severe Acute Respiratory Syndrome,2
Insulinoma,2
Pulmonary Atelectasis,2
Ichthyosis,2
Hypoparathyroidism,2
Solitary Pulmonary Nodule,2
Coronary Aneurysm,2
Arteritis,2
Ureteral Neoplasms,2
Muscular Dystrophy-Duchenne,2
Retinal Vein Occlusion,2
Blood Protein Disorders,2
Psychomotor Disorders,2
Goat Diseases,2
Clostridium Infections,2
Shoulder Dislocation,2
Lipidoses,2
Bone Cysts,2
Tooth Diseases,2
Hemorrhagic Disorders,2
Lung Abscess,2
Hemoglobinuria-Paroxysmal,2
Calculi,2
Pneumonia-Pneumococcal,2
Urologic Neoplasms,2
Translocation-Genetic,2
Lymphoma-T-Cell-Cutaneous,2
Ependymoma,2
Liposarcoma,2
Hernia,2
Ectodermal Dysplasia,2
Hemoglobinopathies,2
Hyperkinesis,2
Adenocarcinoma-Papillary,2
Cardiac Complexes-Premature,2
Pituitary Diseases,2
Prion Diseases,2
Ventricular Dysfunction-Right,2
Angiomatosis,2
Klinefelter Syndrome,2
Hirsutism,2
Cecal Diseases,2
Cholestasis-Extrahepatic,2
Neuritis,2
Wrist Injuries,2
Contracture,2
Femoral Neck Fractures,2
Fetal Alcohol Syndrome,2
Liver Abscess-Amebic,2
Pneumonia-Mycoplasma,2
Nocardia Infections,2
Syringomyelia,2
Meckel Diverticulum,2
Renal Osteodystrophy,2
Strongyloidiasis,2
Hyperprolactinemia,2
Cryoglobulinemia,2
Adenoma-Pleomorphic,2
Cryptosporidiosis,2
Ataxia Telangiectasia,2
Whiplash Injuries,2
Thoracic Diseases,2
Exanthema,2
Folic Acid Deficiency,2
Sleep Deprivation,2
Guillain-Barre Syndrome,2
Vulvar Diseases,2
Parvoviridae Infections,2
Prenatal Exposure Delayed Effects,2
Granulomatous Disease-Chronic,2
Radiculopathy,2
Eclampsia,2
Epidermal Necrolysis-Toxic,2
Xeroderma Pigmentosum,2
Osteoarthritis-Hip,2
Humeral Fractures,2
Pneumonia-Aspiration,2
Epilepsy-Absence,2
Varicocele,2
Tooth-Impacted,2
Deficiency Diseases,2
Candidiasis-Vulvovaginal,2
Conjunctivitis-Allergic,2
Retinitis,2
Eyelid Neoplasms,2
Penile Diseases,2
Vestibular Diseases,2
Adenoviridae Infections,2
Cystadenoma,2
Mammary Neoplasms-Animal,2
Scrapie,2
Finger Injuries,2
Yersinia Infections,2
Brain Death,2
Budd-Chiari Syndrome,2
Urinary Bladder Neck Obstruction,2
Retinal Hemorrhage,2
Nematode Infections,2
Alveolar Bone Loss,2
Splenic Rupture,2
Mitochondrial Diseases,2
Hyperemia,2
Corneal Dystrophies-Hereditary,2
Fanconi Anemia,2
Head Injuries-Closed,2
Mercury Poisoning,2
Carcinoma-Pancreatic Ductal,2
Morphine Dependence,2
Paraganglioma,2
Abortion-Veterinary,2
Hematoma-Epidural-Cranial,2
Leukopenia,2
Scalp Dermatoses,2
Neoplastic Cells-Circulating,2
Anus Diseases,2
Thyrotoxicosis,2
Meningitis-Meningococcal,2
Sarcoidosis-Pulmonary,2
Vaginal Diseases,2
Water-Electrolyte Imbalance,2
Astigmatism,2
Chondroma,2
Stomatitis-Aphthous,2
Embolism-Fat,2
Epilepsy-Tonic-Clonic,2
Tracheal Diseases,2
Tuberculosis-Gastrointestinal,2
Myxedema,2
Muscular Atrophy-Spinal,2
Sensation Disorders,2
Duodenal Obstruction,2
Mucocele,2
Transposition of Great Vessels,2
Craniofacial Abnormalities,2
Uterine Cervical Dysplasia,2
Neck Pain,2
Ocular Motility Disorders,2
Uveitis-Anterior,2
Narcolepsy,2
Oropharyngeal Neoplasms,2
Hyperlipoproteinemias,2
Hirschsprung Disease,2
Olfaction Disorders,2
Lipodystrophy,2
Mycobacterium avium-intracellulare Infection,2
Polycystic Kidney-Autosomal Dominant,2
Carcinoma-Medullary,2
Torticollis,2
Spasms-Infantile,2
Pyloric Stenosis,2
Tongue Diseases,2
Epistaxis,2
Alopecia Areata,2
Infant Nutrition Disorders,2
Cholangitis-Sclerosing,2
Salivary Gland Diseases,2
Acidosis-Renal Tubular,2
Hepatitis-Autoimmune,2
Tuberculosis-Spinal,2
Ileal Neoplasms,2
Enterovirus Infections,2
Bronchial Fistula,2
Prader-Willi Syndrome,2
Telangiectasis,2
Ehlers-Danlos Syndrome,2
Vaginitis,2
Mediastinal Emphysema,2
Fasciitis,2
Arteriosclerosis Obliterans,2
Eye Foreign Bodies,2
HTLV-I Infections,2
Giant Cell Tumors,2
Pleural Effusion-Malignant,2
Telangiectasia-Hereditary Hemorrhagic,2
Altitude Sickness,2
Alkalosis,2
Schizophrenia-Paranoid,2
Methemoglobinemia,2
Keratitis-Dendritic,2
Sinus Thrombosis-Intracranial,2
Insulin Resistance,2
Jaw Neoplasms,2
Cartilage Diseases,2
Paresthesia,2
Otosclerosis,2
Restless Legs Syndrome,2
Melanosis,2
Spondylitis,2
Diffuse Cerebral Sclerosis of Schilder,2
Tricuspid Valve Insufficiency,2
Leukoencephalopathy-Progressive Multifocal,2
Laryngitis,2
Acidosis-Lactic,2
Arthralgia,2
Bile Duct Diseases,2
Neoplasms-Unknown Primary,2
Wounds-Stab,2
Glomerulonephritis-Membranous,2
Neurotoxicity Syndromes,2
Retroperitoneal Fibrosis,2
Hemangiopericytoma,2
Meningomyelocele,2
Urinary Retention,2
Postoperative Hemorrhage,2
Aneurysm-Infected,2
Common Bile Duct Neoplasms,2
Mastocytosis,2
Necrosis,2
Mumps,2
Neurofibroma,2
Depression-Postpartum,2
Hyperbilirubinemia,2
Leukemia-T-Cell,2
Iron Overload,2
Fetal Hypoxia,2
Thrombocythemia-Essential,2
Hip Dislocation,2
Tuberculosis-Multidrug-Resistant,2
Skin Diseases-Bacterial,2
Onychomycosis,2
Cerebral Ventricle Neoplasms,2
Hair Diseases,2
Fractures-Stress,2
Child Development Disorders-Pervasive,2
Helminthiasis,2
Pericarditis-Constrictive,2
Marijuana Abuse,2
Thrombocytosis,2
Blood Group Incompatibility,2
Paresis,2
Cumulative Trauma Disorders,2
Biliary Fistula,2
Bronchopulmonary Dysplasia,2
Retinal Perforations,2
Chylothorax,2
Neuroleptic Malignant Syndrome,2
Gangrene,2
Viremia,2
Spinal Osteophytosis,2
Brain Infarction,2
Encephalitis-Viral,2
Pulmonary Eosinophilia,2
Conjunctival Diseases,2
Epidermolysis Bullosa,2
Decompression Sickness,2
Urogenital Neoplasms,2
Retroviridae Infections,2
Giant Lymph Node Hyperplasia,2
Craniopharyngioma,2
Sigmoid Neoplasms,2
Prostatic Diseases,2
Immune Complex Diseases,2
Dermatitis Herpetiformis,2
Sarcoma-Synovial,2
Esophageal Perforation,2
Leukocytosis,2
Genital Neoplasms-Male,2
Vitamin E Deficiency,2
Q Fever,2
Carcinosarcoma,2
Carcinoma-Lobular,2
Epilepsies-Myoclonic,2
Polymyalgia Rheumatica,2
Postpartum Hemorrhage,2
Vertebrobasilar Insufficiency,2
Vascular Neoplasms,2
Prediabetic State,2
Keratoconus,2
Meningitis-Pneumococcal,2
Hemangioendothelioma,2
Tuberculosis-Miliary,2
Osteopetrosis,2
Keloid,2
Pregnancy-Tubal,2
Eye Abnormalities,2
Lymphoma-AIDS-Related,2
Erythema Nodosum,2
Retinal Neoplasms,2
Papilledema,2
Facies,2
Blepharoptosis,2
Leukemia-Monocytic-Acute,2
Fungemia,2
Dysentery-Amebic,2
Menorrhagia,2
Lactose Intolerance,2
Intracranial Embolism,2
Subacute Sclerosing Panencephalitis,2
Lupus Erythematosus-Discoid,2
Cluster Headache,2
Lipid Metabolism-Inborn Errors,2
Sprains and Strains,2
Onchocerciasis,2
Trichomonas Vaginitis,2
Spinal Stenosis,2
Contusions,2
Trophoblastic Neoplasms,2
Microcephaly,2
Common Bile Duct Diseases,2
Blister,2
Gambling,2
Intracranial Hemorrhages,2
Adjustment Disorders,2
Facial Injuries,2
Endometrial Hyperplasia,2
Dissociative Disorders,2
Hemoperitoneum,2
Dry Eye Syndromes,2
Craniosynostoses,2
Birth Injuries,2
Carcinoma 256-Walker,2
Lacrimal Apparatus Diseases,2
Granuloma-Plasma Cell,2
Ameloblastoma,2
Osteoma-Osteoid,2
Phlebitis,2
Pancreatitis-Acute Necrotizing,2
Encephalomyelitis,2
Eosinophilic Granuloma,2
Carbohydrate Metabolism-Inborn Errors,2
Zollinger-Ellison Syndrome,2
Epilepsy-Generalized,2
Pancreatic Pseudocyst,2
Moyamoya Disease,2
Psychomotor Agitation,2
Histiocytosis-Non-Langerhans-Cell,2
Neoplasms-Glandular and Epithelial,2
Inappropriate ADH Syndrome,2
Peptic Ulcer Perforation,2
Optic Atrophy,2
Uterine Rupture,2
Xerostomia,2
Gingival Diseases,2
Tracheal Neoplasms,2
Arm Injuries,2
Fallopian Tube Diseases,2
Dysmenorrhea,2
Hemorrhoids,2
Anuria,2
Severe Combined Immunodeficiency,2
Neurosyphilis,2
Glycogen Storage Disease,2
Fibrocystic Breast Disease,2
Empyema,2
Femoral Neoplasms,2
Fibrous Dysplasia of Bone,2
Gynecomastia,2
Influenza in Birds,2
Glomerulonephritis-Membranoproliferative,2
Bronchiolitis,2
Oligodendroglioma,2
Seizures-Febrile,2
Choroid Diseases,2
Sick Sinus Syndrome,2
Leukoplakia-Oral,2
Neoplasms-Muscle Tissue,2
Combat Disorders,2
Myelitis,2
Gait Disorders-Neurologic,2
Lipomatosis,2
Cranial Nerve Diseases,2
Goiter-Nodular,2
Appendiceal Neoplasms,2
Surgical Wound Dehiscence,2
Sigmoid Diseases,2
Encephalocele,2
Cerebral Arterial Diseases,2
Dental Pulp Diseases,2
Friedreich Ataxia,2
Myocardial Stunning,2
Kyphosis,2
Coccidioidomycosis,2
von Hippel-Lindau Disease,2
Eye Burns,2
Maxillary Diseases,2
Vaginosis-Bacterial,2
Rett Syndrome,2
Trachoma,2
Intracranial Hypertension,2
Sarcoma 180,2
Schizotypal Personality Disorder,2
Mastitis,2
Cholesteatoma,2
Arnold-Chiari Malformation,2
Adenocarcinoma-Bronchiolo-Alveolar,2
Conjunctival Neoplasms,2
Uterine Prolapse,2
Bezoars,2
Ganglioneuroma,2
Superior Vena Cava Syndrome,2
Brain Diseases-Metabolic,2
Apraxias,2
Scabies,2
Fasciitis-Necrotizing,2
Priapism,2
Thromboangiitis Obliterans,2
Protein-Losing Enteropathies,2
Chordoma,2
Babesiosis,2
Angina Pectoris-Variant,2
Aortic Arch Syndromes,2
Erythema Multiforme,2
Paraganglioma-Extra-Adrenal,2
Tuberculosis-Cutaneous,2
Asthma-Exercise-Induced,2
Multiple Endocrine Neoplasia,2
Synovial Cyst,2
Pseudarthrosis,2
Urinary Fistula,2
Digestive System Neoplasms,2
Mediastinitis,2
Anthrax,2
Biliary Tract Neoplasms,2
Spermatic Cord Torsion,2
Diverticulum-Colon,2
Polymyositis,2
Whipple Disease,2
Urinary Bladder-Overactive,2
Agoraphobia,2
Paranoid Disorders,2
Tuberculosis-Renal,2
Pyoderma,2
Tracheoesophageal Fistula,2
Nasal Obstruction,2
Torsades de Pointes,2
Self Mutilation,2
Anemia-Macrocytic,2
Diplopia,2
Lip Neoplasms,2
Empyema-Pleural,2
Premature Birth,2
Malaria-Vivax,2
Arrhythmia-Sinus,2
Trisomy,2
Confusion,2
Liver Diseases-Parasitic,2
Fallopian Tube Neoplasms,2
Eye Infections-Fungal,2
Vasculitis-Leukocytoclastic-Cutaneous,2
Acrodermatitis,2
Acute-Phase Reaction,2
Otitis Externa,2
Tachycardia-Atrioventricular Nodal Reentry,2
Seminoma,2
Vasospasm-Intracranial,2
Myosarcoma,2
Nephrosis-Lipoid,2
Supranuclear Palsy-Progressive,2
Odontogenic Cysts,2
Cystadenocarcinoma,2
Esophageal Fistula,2
Carotid Artery Thrombosis,2
Prolactinoma,2
Pancytopenia,2
Osteoma,2
Short Bowel Syndrome,2
Anodontia,2
Palatal Neoplasms,2
Spondylolisthesis,2
Polyradiculopathy,2
Jejunal Neoplasms,2
Stevens-Johnson Syndrome,2
Hyperpigmentation,2
Urethral Neoplasms,2
Diverticulitis-Colonic,2
Lactation Disorders,2
Hernia-Ventral,2
Keratoderma-Palmoplantar,2
Hemosiderosis,2
Hemorrhagic Fever with Renal Syndrome,2
Venous Thromboembolism,2
Hernia-Hiatal,2
Adenocarcinoma-Follicular,2
Thiamine Deficiency,2
Tooth Discoloration,2
Keratoconjunctivitis,2
Dermatitis-Exfoliative,2
Bronchiolitis Obliterans,2
Botulism,2
Ventricular Outflow Obstruction,2
Corneal Opacity,2
Soft Tissue Infections,2
Electric Injuries,2
Affective Disorders-Psychotic,2
Adenocarcinoma-Clear Cell,2
Hypertension-Malignant,2
Spinocerebellar Degenerations,2
Cat-Scratch Disease,2
Osteitis,2
Renal Insufficiency-Chronic,2
Lewy Body Disease,2
Rosacea,2
Nephrosis,2
Fascioliasis,2
Pneumoperitoneum,2
Lymphocytosis,2
Bacteroides Infections,2
Bursitis,2
Lymphoma-Mantle-Cell,2
Protozoan Infections,2
Neuronal Ceroid-Lipofuscinoses,2
Maxillofacial Injuries,2
Neoplasm-Residual,2
Hearing Loss-Sudden,2
Dwarfism-Pituitary,2
Bronchopulmonary Sequestration,2
Chorioretinitis,2
Blast Injuries,2
Tuberculosis-Female Genital,2
Glaucoma-Angle-Closure,2
Lameness-Animal,2
Reye Syndrome,2
Retinal Artery Occlusion,2
Paraphilias,2
Muscle Neoplasms,2
Breast Neoplasms-Male,2
Kwashiorkor,2
Foot-and-Mouth Disease,2
Intestinal Pseudo-Obstruction,2
Mycetoma,2
Leprosy-Lepromatous,2
Hemianopsia,2
Churg-Strauss Syndrome,2
Rectal Fistula,2
Galactosemias,2
Otitis Media-Suppurative,2
Adrenoleukodystrophy,2
Puerperal Infection,2
Facial Asymmetry,2
Lymphopenia,2
Chagas Cardiomyopathy,2
Chondrocalcinosis,2
Gastritis-Atrophic,2
Hearing Loss-Conductive,2
Anti-Glomerular Basement Membrane Disease,2
Meningocele,2
Blastomycosis,2
Acute Lung Injury,2
Periodontal Pocket,2
Clubfoot,2
Disorders of Excessive Somnolence,2
Lupus Erythematosus-Cutaneous,2
Mucopolysaccharidoses,2
Red-Cell Aplasia-Pure,2
Diabetic Coma,2
Meningitis-Aseptic,2
Tooth Erosion,2
Gas Gangrene,2
Acinetobacter Infections,2
Shoulder Pain,2
Granuloma-Foreign-Body,2
Hyaline Membrane Disease,2
Leg Dermatoses,2
Focal Infection-Dental,2
Malocclusion-Angle Class III,2
Agnosia,2
Vascular Fistula,2
Glomus Tumor,2
Dermatitis-Seborrheic,2
Paratuberculosis,2
Pancreatitis-Chronic,2
Subcutaneous Emphysema,2
Fractures-Closed,2
Paraparesis-Tropical Spastic,2
Fractures-Ununited,2
Carcinoma-Merkel Cell,2
Aspergillosis-Allergic Bronchopulmonary,2
Meningitis-Viral,2
Angiomyolipoma,2
Transsexualism,2
Unconsciousness,2
Catatonia,2
Psychoses-Alcoholic,2
Leydig Cell Tumor,2
Nephritis-Hereditary,2
Tonsillar Neoplasms,2
Mediastinal Cyst,2
Iris Diseases,2
Granuloma-Giant Cell,2
Cecal Neoplasms,2
Carcinoma-Neuroendocrine,2
Eye Injuries-Penetrating,2
Spherocytosis-Hereditary,2
Hypernatremia,2
Pregnancy Complications-Parasitic,2
Folliculitis,2
Anencephaly,2
Root Resorption,2
Arachnidism,2
Hernia-Umbilical,2
Gingival Neoplasms,2
Blast Crisis,2
Retinal Neovascularization,2
Adenovirus Infections-Human,2
Smallpox,2
Hypopharyngeal Neoplasms,2
Cystadenocarcinoma-Serous,2
Sickle Cell Trait,2
Hysteria,2
Hydrops Fetalis,2
Myiasis,2
Situs Inversus,2
Tenosynovitis,2
Niemann-Pick Diseases,2
Anemia-Hemolytic-Congenital,2
Myositis Ossificans,2
Tuberculosis-Pleural,2
Osteoarthropathy-Secondary Hypertrophic,2
Carcinoma-Endometrioid,2
Alcohol-Related Disorders,2
Mitochondrial Myopathies,2
Cystitis-Interstitial,2
Megacolon,2
Tularemia,2
Coccidiosis,2
Pulpitis,2
Tooth Abrasion,2
Pasteurella Infections,2
Discitis,2
Hypereosinophilic Syndrome,2
Common Variable Immunodeficiency,2
Extravasation of Diagnostic and Therapeutic Materials,2
Urethral Stricture,2
Impulse Control Disorders,2
Elephantiasis-Filarial,2
Tuberculoma,2
Pyoderma Gangrenosum,2
Gastric Fistula,2
Chorioamnionitis,2
Conversion Disorder,2
Hyperhidrosis,2
Gliosis,2
Pneumatosis Cystoides Intestinalis,2
Toxoplasmosis-Congenital,2
Androgen-Insensitivity Syndrome,2
Vitamin B 6 Deficiency,2
Paracoccidioidomycosis,2
Hemothorax,2
Dysgammaglobulinemia,2
Plaque-Amyloid,2
Endocarditis-Subacute Bacterial,2
Neuroma,2
Heart Rupture,2
Hypophosphatemia-Familial,2
Parotid Diseases,2
Darier Disease,2
Endometritis,2
Achondroplasia,2
Tissue Adhesions,2
Fibrosis,2
Uterine Cervicitis,2
Arachnoid Cysts,2
Lacrimal Duct Obstruction,2
Pulmonary Alveolar Proteinosis,2
Bronchopneumonia,2
Cerebrospinal Fluid Rhinorrhea,2
Thoracic Outlet Syndrome,2
Granulosa Cell Tumor,2
alpha-Thalassemia,2
Spinocerebellar Ataxias,2
Schistosomiasis haematobia,2
Bartter Syndrome,2
Headache Disorders,2
Cardiovascular Abnormalities,2
Malaria-Cerebral,2
Lymphocytic Choriomeningitis,2
Postgastrectomy Syndromes,2
Abdominal Abscess,2
Tuberculosis-Urogenital,2
Spina Bifida Occulta,2
Intracranial Thrombosis,2
AIDS-Related Complex,2
Lichen Planus-Oral,2
Lung Diseases-Parasitic,2
Syncope-Vasovagal,2
Orchitis,2
Mixed Connective Tissue Disease,2
Cytomegalovirus Retinitis,2
Amphetamine-Related Disorders,2
Trichomonas Infections,2
Milk Hypersensitivity,2
Echinococcosis-Pulmonary,2
Biliary Atresia,2
Polyomavirus Infections,2
Acid-Base Imbalance,2
Zoonoses,2
Maxillary Sinusitis,2
Hepatomegaly,2
Jaundice-Obstructive,2
Hypothalamic Diseases,2
Leukemia P388,2
Motor Skills Disorders,2
Pseudoxanthoma Elasticum,2
Anemia-Sideroblastic,2
Neck Injuries,2
Multiple System Atrophy,2
Cadmium Poisoning,2
Osteosclerosis,2
Heart Septal Defects,2
Pseudopseudohypoparathyroidism,2
Melioidosis,2
Meningitis-Haemophilus,2
Respirovirus Infections,2
Trypanosomiasis,2
Rickettsia Infections,2
Esotropia,2
Neuroectodermal Tumors-Primitive-Peripheral,2
Horner Syndrome,2
Urinary Bladder Calculi,2
Hand Deformities-Congenital,2
Vibrio Infections,2
Paramyxoviridae Infections,2
DiGeorge Syndrome,2
Mesenchymoma,2
Epididymitis,2
Encephalitis-Tick-Borne,2
Anovulation,2
Toothache,2
Muscle Hypotonia,2
Dupuytren Contracture,2
Keratoacanthoma,2
Afibrinogenemia,2
Mushroom Poisoning,2
Dentin Sensitivity,2
Salpingitis,2
Plague,2
Abortion-Threatened,2
Leukemia-Myelomonocytic-Acute,2
Peutz-Jeghers Syndrome,2
Craniofacial Dysostosis,2
Peritonitis-Tuberculous,2
Hydrocephalus-Normal Pressure,2
Child Nutrition Disorders,2
Proctitis,2
Neuroectodermal Tumors-Primitive,2
Hepatitis-Alcoholic,2
Dystonic Disorders,2
Immunoblastic Lymphadenopathy,2
Subclavian Steal Syndrome,2
Periapical Periodontitis,2
Syphilis-Congenital,2
Gingival Hyperplasia,2
Toxoplasmosis-Ocular,2
Catalepsy,2
Ovarian Hyperstimulation Syndrome,2
Paget Disease-Extramammary,2
Cutaneous Fistula,2
Lymphoma-Large-Cell-Anaplastic,2
Neurocysticercosis,2
Polychondritis-Relapsing,2
Urinary Bladder Fistula,2
Aggressive Periodontitis,2
Williams Syndrome,2
Kidney Tubular Necrosis-Acute,2
Hepatitis-Viral-Animal,2
Diverticulitis,2
Urethral Obstruction,2
Metrorrhagia,2
Noonan Syndrome,2
Rib Fractures,2
Maxillary Sinus Neoplasms,2
Fibromuscular Dysplasia,2
Epilepsy-Complex Partial,2
Conduct Disorder,2
Theileriasis,2
Sezary Syndrome,2
Adenoma-Oxyphilic,2
Placenta Previa,2
Takotsubo Cardiomyopathy,2
Congenital Hypothyroidism,2
Multiple Sclerosis-Chronic Progressive,2
Laryngostenosis,2
Dental Occlusion-Traumatic,2
Tetany,2
Adenoma-Bile Duct,2
Legg-Perthes Disease,2
Epiphyses-Slipped,2
Skin Diseases-Vascular,2
Nerve Sheath Neoplasms,2
Exocrine Pancreatic Insufficiency,2
Consciousness Disorders,2
Munchausen Syndrome,2
West Nile Fever,2
Endomyocardial Fibrosis,2
Glycogen Storage Disease Type I,2
Lip Diseases,2
Dysarthria,2
Multiple Endocrine Neoplasia Type 1,2
Central Nervous System Vascular Malformations,2
Mucopolysaccharidosis I,2
Mastoiditis,2
Pseudohypoparathyroidism,2
Esophageal Motility Disorders,2
Respiratory Paralysis,2
Marek Disease,2
Attention Deficit and Disruptive Behavior Disorders,2
Enterocolitis,2
Homocystinuria,2
Bruxism,2
Aphasia-Broca,2
Scotoma,2
Hookworm Infections,2
Werner Syndrome,2
Factitious Disorders,2
Coloboma,2
Tension-Type Headache,2
Sciatic Neuropathy,2
Frostbite,2
Granular Cell Tumor,2
Chromosome Disorders,2
Bovine Virus Diarrhea-Mucosal Disease,2
Pneumocephalus,2
Muscle Cramp,2
Alcohol Withdrawal Delirium,2
Adrenocortical Hyperfunction,2
Burns-Electric,2
Neoplastic Syndromes-Hereditary,2
Optic Neuropathy-Ischemic,2
Proteus Infections,2
Hepatitis-Animal,2
Latex Hypersensitivity,2
Bowen's Disease,2
Meningitis-Cryptococcal,2
Esophageal Atresia,2
Fractures-Open,2
Hepatitis D,2
Hypospadias,2
Phyllodes Tumor,2
Fissure in Ano,2
Tooth Avulsion,2
Hyperplasia,2
Keratitis-Herpetic,2
HELLP Syndrome,2
Pterygium,2
Female Urogenital Diseases,2
Orbital Fractures,2
Leukemia-Radiation-Induced,2
Malignant Carcinoid Syndrome,2
Wernicke Encephalopathy,2
Galactorrhea,2
Hemarthrosis,2
Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,2
Microphthalmos,2
Nervous System Neoplasms,2
Duodenitis,2
Hernia-Diaphragmatic-Traumatic,2
Carotid Artery Injuries,2
Oculomotor Nerve Diseases,2
Articulation Disorders,2
Tooth-Supernumerary,2
Encephalomyelitis-Acute Disseminated,2
Adnexal Diseases,2
Penile Induration,2
Otorhinolaryngologic Neoplasms,2
Sporotrichosis,2
Dirofilariasis,2
Sweet Syndrome,2
Staphylococcal Skin Infections,2
Opisthorchiasis,2
Adenofibroma,2
Vision-Low,2
Ascorbic Acid Deficiency,2
Arrhythmogenic Right Ventricular Dysplasia,2
Skin Diseases-Parasitic,2
Newcastle Disease,2
Entamoebiasis,2
Hearing Loss-Bilateral,2
Psittacosis,2
Herpes Zoster Ophthalmicus,2
Migraine with Aura,2
Panniculitis,2
Schistosomiasis japonica,2
Genetic Diseases-X-Linked,2
Mast-Cell Sarcoma,2
Carcinoma-Lewis Lung,2
Cystinuria,2
Ulna Fractures,2
Lice Infestations,2
Asperger Syndrome,2
Periapical Diseases,2
Tuberculosis-Bovine,2
Nephrocalcinosis,2
Actinomycetales Infections,2
Carcinoma-Signet Ring Cell,2
Bulimia Nervosa,2
Intestinal Atresia,2
Chlamydophila Infections,2
Pseudorabies,2
Hepatitis E,2
Thalamic Diseases,2
Brachial Plexus Neuritis,2
Albinism,2
Soft Tissue Injuries,2
Ankylosis,2
Rhabdomyoma,2
Seasonal Affective Disorder,2
Encephalitis-Japanese,2
Lupus Vulgaris,2
Preleukemia,2
Glycogen Storage Disease Type II,2
Respiratory Tract Neoplasms,2
Muscle Rigidity,2
Acidosis-Respiratory,2
Adenoma-Sweat Gland,2
Eye Infections-Viral,2
Adenolymphoma,2
Sarcoma-Yoshida,2
Pemphigoid-Benign Mucous Membrane,2
Sebaceous Gland Neoplasms,2
Hand Deformities-Acquired,2
Myofascial Pain Syndromes,2
Cholesteatoma-Middle Ear,2
Leukodystrophy-Metachromatic,2
Placental Insufficiency,2
Lymphohistiocytosis-Hemophagocytic,2
Plant Poisoning,2
Pneumonia-Staphylococcal,2
Urticaria Pigmentosa,2
Lymphoma-T-Cell-Peripheral,2
Hypesthesia,2
Anemia-Megaloblastic,2
Malacoplakia,2
Toxocariasis,2
Basal Cell Nevus Syndrome,2
Acanthosis Nigricans,2
Cystinosis,2
Dystocia,2
Brucellosis-Bovine,2
Corynebacterium Infections,2
Pinealoma,2
Skull Base Neoplasms,2
Cicatrix-Hypertrophic,2
Hypochondriasis,2
Pancreatic Fistula,2
Heat Exhaustion,2
Acrocephalosyndactylia,2
Hyperemesis Gravidarum,2
Ebstein Anomaly,2
Supratentorial Neoplasms,2
Essential Tremor,2
Periapical Abscess,2
Mandibulofacial Dysostosis,2
Nervous System Malformations,2
Hereditary Sensory and Motor Neuropathy,2
Radiodermatitis,2
Osteochondromatosis,2
Scarlet Fever,2
Arthrogryposis,2
alpha 1-Antitrypsin Deficiency,2
Enterocolitis-Necrotizing,2
Lymphangioma-Cystic,2
Still's Disease-Adult-Onset,2
Vascular Headaches,2
Lysosomal Storage Diseases,2
Arthropathy-Neurogenic,2
Neurodermatitis,2
Exfoliation Syndrome,2
Siderosis,2
Taste Disorders,2
Glycosuria,2
Carotid Body Tumor,2
Fetofetal Transfusion,2
Parasitemia,2
Paraneoplastic Endocrine Syndromes,2
Fibrous Dysplasia-Polyostotic,2
Hepatoblastoma,2
Schizophrenia-Childhood,2
Prostatic Intraepithelial Neoplasia,2
Leukemia-B-Cell,2
Bronchiolitis-Viral,2
Wiskott-Aldrich Syndrome,2
Myelitis-Transverse,2
Mouth-Edentulous,2
Myoglobinuria,2
Status Asthmaticus,2
Persistent Vegetative State,2
Gastroparesis,2
